,명칭,주소,lat,lon,개요,문의 및 안내,주차 시설,영업시간,쉬는날,대표메뉴,취급메뉴,상세정보
34,[백년가게]향원복집,"제주특별자치도 서귀포시 부두로 43
			",33.2411790255,126.5648726139,"[중소벤처기업부 2018년도 '백년가게'로 선정] 제주 대표 복요리 전문점으로 1966년 개업 후 아들이 대를 이어 52년간 운영중이다. 매일 한림항에 들어오는 참복만을 이용해 요리한다. 복지리, 복 불고기 등 다양한 복요리를 즐길 수 있다. 제주에서만 맛볼 수 있는 참복 사시미를 대표 메뉴로 영업중에 있다.<br>
정보제공 : 소상공인협회 (Tel : 042-363-7981)<br>",064-762-2341,주차가능,08:30~22:00,방문전 전화문의 요망,복사시미,복사시미 / 복탕 / 메밀묵국,"화장실:업소내 위치
"
35,성산해오름식당,"제주특별자치도 서귀포시 성산읍 일출로 260
			",33.4643630428,126.9315329889,성산해오름식당은 성산일출봉 입구에 위치하여 찾기 쉽고 여유롭게 제주의 특별한 맛을 음미할 수 있는 곳으로 여행객들이 많이 찾는 맛집이다.,064-782-2256,주차 가능,08:00 ~ 20:00,연중무휴,통갈치구이,통갈치구이 / 옥돔구이 / 갈치조림 / 해물전골 외,"화장실:남녀개별, 업소 외부 위치
"
36,선흘곶,"제주특별자치도 제주시 조천읍 동백로 102
			",33.5082297468,126.7179949446,"선흘곶은 제주시 조천읍에 있는 한식집이다. 입구를 들어서면 주인장의 손길이 닿은 정겨운 느낌의 내부와 오밀조밀하게 꾸며놓은 넓은 정원이 손님들을 반긴다. 제주에서 나는 식자재로 만든 건강한 쌈밥이 이 집의 주력 메뉴다. 반찬이 풍성하게 차려지고 부드럽고 야들야들한 돔베고기와 고등어구이, 그리고 쌈 채소가 나온다. 쌈에 고등어와 돔베고기를 올리고, 양념과 함께 싸서 먹으면 건강한 한 끼 식사를 즐길 수 있다. 매주 화요일은 휴무이며, 넓은 주차장이 있다.",064-783-5753,주차가능,10:30 ~ 20:00,화요일,쌈밥정식,"돼지고기 추가, 고등어 추가","부대시설:주차장, 화장실
화장실:가능 (남녀구분)
"
37,굼부리식당,"제주특별자치도 서귀포시 표선면 중산간동로 4587
			",33.3883916109,126.8048484869,성읍민속마을에 위치한 이곳 굼부리식당은 제주산 토종 흑돼지주물럭이 주메뉴다. 굼부리식당만의 특별한 양념으로 제조된 주물럭 양념은 식탁에서 직접 구워 먹는데 다른 곳에서 먹는 것과 별미를 제공한다. 성읍민속마을의 특성상 저녁 영업은 거의 하지 않기 때문에 점심 식사에 안성맞춤이다.,064-787-4861,주차 가능,10:00 ~ 16:00,연중무휴,흑돼지불고기정식,흑돼지불고기정식 / 흑돼지오겹살 / 비빔밥 외,"화장실:남녀개별 / 식당내부
"
38,새둥지,"제주특별자치도 제주시 동광로4길 11
			",33.500674823,126.5317362966,"[제주시 이도이동에 위치한 한식 전문점 새둥지]<br /> 새둥지는 제주시청 인근에 있는 한식 전문 음식점이다. 새둥지에서는 한치물회, 자리물회가 유명하다.<br>",064-753-4868,주차 불가,평일 10:00 ~ 21:00 / 토요일 10:00 ~ 20:00,일요일 (전화문의),한치물회,한치물회 / 자리물회 / 추어탕 외,
39,바다속고등어쌈밥,"제주특별자치도 제주시 애월읍 일주서로 7089
			",33.484299651,126.4067836428,"바다속고등어쌈밥은 든든하고 맛있는 식사를 할 수 있는 제주 애월에 위치한 고등어 쌈밥 맛집이다. 넓은 주차장을 갖추고 있어 편안하게 주차할 수 있고, 아침 일찍부터 밤 늦게까지 브레이크 타임 없이 운영해 언제든지 찾아가도 식사를 할 수 있는 곳이다. 잘 익은 묵은지와 어우러져 깊고 진한 맛을 머금은 고등어를 신선한 쌈에 싸 먹으면 밥도둑이 따로 없다. 제주도와 인근 지역의 특산 막걸리와 기념품도 함께 판매하고 있으며 바다속고등어쌈밥에서 직접 담그는 간장게장도 따로 구입이 가능하다.",064-745-6466,주차가능,08:00 ~ 21:30<br>(Last order 20:30),화요일,고등어쌈밥,"흑돼지두루치기쌈밥, 전복뚝배기, 고등어구이","부대시설:단체석, 무선인터넷, 주차장, 화장실
화장실:가능 (남녀 구분)
"
40,춘미향,"제주특별자치도 서귀포시 안덕면 산방로 382
			",33.2315564087,126.2961655744,"서귀포에 있는 춘미향은 도민들에게 인정받은 맛집으로 알려져 있다. 제주도를 방문하는 여행객들에게 소문이 나 춘미향을 한 번도 안 와본 사람은 있어도 한 번만 오는 사람이 없다 할 정도로 맛과 가격 면에서 칭찬하는 후기들을 많이 볼 수 있다. 온 가족이 함께 운영하는 곳으로 어머니는 밑반찬을, 아버지는 낚시를, 형제는 맛깔난 요리들을 내온다. 산지에서 얻은 신선한 재료와 제철 식재료를 이용하여 맛과 건강을 챙길 수 있는 곳이다. 이곳의 대표 메뉴는 돈목살 100g, 보말 미역국, 옥돔, 딱새우, 밑반찬이 나오는 춘미향 정식이다. 그 외 단품으로 생선구이, 찜, 조림, 근고기, 두루치기 등 다양한 메뉴가 있어 선택의 폭이 넓다. 주차 공간이 따로 마련되어 있지 않고 가게 앞 몇 자리뿐이라 사람이 많을 때는 주차가 어려울 수 있다.",064-794-5558,주차가능,11:30 - 20:30 (브레이크 타임 15:30 - 17:30),수요일,춘미향 정식,"춘미향정식, 보말미역국 정식, 몸국, 두루치기, 고기정식(점심한정), 뱅에돔, 벤자리 김치찜 또는 조림, 갈치조림, 전복성게미역국, 근고기 등","부대시설:주차장, 화장실
화장실:가능
"
41,진미명가,"제주특별자치도 서귀포시 안덕면 사계남로 167
			",33.2283513861,126.3076174292,"어떤 부위도 버릴 데가 없어 30가지 이상의 맛을 볼 수 있다는 제주도의 다금바리, 제주도 뿐만 아니라 한국에서 다금바리로 가장 유명한 집이 바로 진미명가이다. 오랜 전통의 진미명가는 3대째 운영되고 있는 전통 있는 명가이며, 다금바리 회를 대중화한 곳이 바로 이곳이다. 진미명가의 대표인 강창건 명인은 다금바리 회 조성물 및 제조법 발명특허 1호이며, 2006년 슬로푸드 세계본부에서 선정한 세계 100대 요리 거장이기도 하다. 또한 다금바리에 대한 특허만도 여러 개를 보유하고 있으며, 다금바리에 대한 연구 노력이 남다르신 분이다.",064-794-3639,주차 가능,11:30 ~ 20:30,월 2회 (월요일 또는 화요일),활어회정식,활어회정식 / 회덮밥 / 매운탕 / 백탕 외,"화장실:남녀개별 / 식당내,외부에 위치
"
42,소라횟집,"제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3
			",33.5325096853,126.8463054731,"[제주시 구좌읍 세화리에 있는 소라횟집]
세화5일장 옆에 있는 소라횟집은 물회, 우럭매운탕 등 다양한 메뉴를 제공한다. 원양산 재료를 사용하는 갈치구이, 갈치조림을 제외한 모든 메뉴는 국내산 재료를 사용하여 제공한다.",064-784-3545,주차 가능,11:00 ~ 21:00,둘째·넷째 일요일,활우럭매운탕,활우럭매운탕 / 활우럭지리 / 활우럭조림 / 회덮밥 외,
43,돈고팡,제주특별자치도 제주시 서해안로 248(도두일동),33.5089396278,126.4722301718,"무지개 해안도로 변에 있는 돈고팡은 무지개 컬러의 테라스가 있는 건물이라 쉽게 찾을 수 있다. 야외 테라스에서 바다를 보며 흑돼지 고기를 먹을 수 있는 돈고팡은 제주 공항 근처에 있어 제주에 오고 가는 여행객들이 자주 찾는다. 제주산 흑돼지 근고기가 이 집 대표 메뉴로 두툼한 목살과 오겹살을 큼직큼직 잘라 멜젓에 찍어 먹으면 이 맛에 반해 또 찾게 된다. 점심에는 흑돼지, 백돼지 중 목살, 오겹살, 찌개, 공깃밥 2개, 계란찜이 나오는 세트 메뉴가 있어 점심에 와서 먹기 좋다. 돈고팡 본점은 용두암 해안도로로 유명한 무지개 해안도로가 앞에 있어 밥 먹고 산책하기에도 좋은 곳이다.",064-711-9892,주차가능,12:00 - 23:00 (브레이크 타임 16:00 - 17:00),화요일,제주산 흑돼지 근고기,"흑돼지오겹살, 김치찌개, 된장찌개, 라면, 계란찜 등","부대시설:단체석, 주차장, 화장실
화장실:가능
"
44,금강민물장어,"제주특별자치도 서귀포시 일주동로 8597
			",33.2543165395,126.5695496912,"이곳의 주메뉴는 민물장어구이로 주문한 장어는 초벌구이되어 나오기 때문에 손님상에서는 뒤집으며 굽지 않는다. 특별한 한방소스, 고추장 소스를 곁들여 장어의 고소한 맛을 그대로 느낄 수 있다. 여러가지 소스를 찍어 다른 맛을 느낄 수 있고 곁들어 나오는 동치미는 장어의 기름진 맛을 깔끔하게 해소시켜 준다. 별실이 별도 준비되어 있지만 예약제로 운영이 되고 있다.",064-733-2119,주차 가능,10:00 ~ 22:00,명절연휴,한방구이,왕소금구이 / 고추장소스구이 / 한방구이 외,"화장실:남녀구별, 식당내부
"
45,쪼끄뜨레,"제주특별자치도 제주시 한경면 두신로 85
			",33.3506914765,126.1833449563,제주 한경면에 자리한 흑돼지 돈가스 전문점이다. 쪼끄뜨레는 제주 사투리로 ‘가까이’란 의미다. 이름처럼 친근하고 아늑한 인테리어가 마음을 편안하게 만든다. 제주 흑돼지로 직접 만드는 돈가스는 주문과 동시에 튀겨내기 때문에 바삭하면서도 촉촉한 육즙을 즐길 수 있다. 담백한 돼지고기에 잘 어울리는 핑크솔트와 고추냉이도 준비되어 있다. 또 다른 인기 메뉴인 카레 돈가스는 진한 수제 카레와 어우러진 색다른 풍미가 입맛을 돋운다. 역시 육즙이 풍부해 한 조각씩 썰어 먹으면 더욱 맛있다. 저렴한 요금을 지불하면 돈가스를 추가할 수 있어 더욱 푸짐하게 즐길 수 있다.,064-773-1007,,11:00 ~ 18:00,매주 월요일,"수제돈가스, 카레돈가스",새우튀김 등,
46,순덕이네해산물장터,"제주특별자치도 서귀포시 성산읍 온평서로 48
			",33.4122710096,126.896637211,순덕이네는 섬 지역인 제주에 위치하고 있는 식당인만큼 해물이 싱싱하다. 특히나 문어볶음이 유명하고 문어톳죽도 맛이 좋기로 소문났다.,064-784-0073,주차 가능,09:30 ~ 18:00,연중무휴,매콤 맛있는 돌문어볶음 / 갈치조림,매콤 맛있는 돌문어볶음 / 갈치조림 / 옥돔구이 외,"화장실:있음(남녀개별 / 업소 내부 위치)
"
47,별돈별 협재해변점,"제주특별자치도 제주시 한림읍 협재1길 4
			",33.3959373948,126.2423499285,"협재 바다 앞에 있는 별돈별 협재해변점은 바다 뷰를 보며 흑돼지를 맛볼 수 있는 곳이다. 추천 메뉴는 목살과 오겹살이 나오는 제주도 흑돼지로 기본 찬은 명이나물, 파절이, 묵은지, 기본 소스, 또띠아와 꽈리고추가 나온다. 고기를 구울 때 꽈리고추도 함께 구워 또띠아에 싸 먹는 게 이 집의 별미다. 추가 반찬은 셀프 바에서 편하게 이용할 수 있으며 흑항정살과 흑가브리살, 김치찌개, 공깃밥 2개가 나오는 점심 세트 메뉴도 인기가 좋다. 바다 뷰를 보며 먹을 수 있는 창가 쪽 자리는 대기자가 많아 시간을 여유 있게 잡고 가는 게 좋다.",064-796-5895,불가 (협재해수욕장 주차장 이용),12:00 - 22:30 (라스트오더 21:00),화요일,제주도 흑돼지,"통항정살, 통가브리살, 워터에이징흑돼지, 김치찌개 등","화장실:가능
"
48,서귀포흑돼지명가,제주특별자치도 서귀포시 태평로 122(호근동),33.2441004742,126.5363861278,"30년 넘는 전통의 서귀포흑돼지명가는 2대에 걸쳐 이어져 오고 있으며, 제주도 청정 암퇘지 갈비는 엄선된 천연 재료로 만든 양념으로 만들어져 아주 독특한 맛을 낸다. 직장인이나 관광객들의 간단한 점심 식사를 위해 마련한 정식 메뉴를 비롯하여 뚝배기, 건강식 장수 해물탕, 매콤한 맛이 일품인 갈치조림, 얼큰한 된장찌개 등은 서귀포흑돼지명가의 전통 메뉴로 사랑받고 있다. 특히 서귀포흑돼지명가에서는 화학조미료를 사용하지 않는 것이 특징이다. 겨울을 제외한 계절에는 테라스에서 가벼운 음료나 맥주 등을 즐길 수 있으며, 식사 후 가볍게 연인이나 가족들과 산책할 수 있는 정원도 있어서 좋다.",064-739-7347,주차 가능,10:00 ~ 22:00,일요일 휴무,제주흑돼지오겹살,제주흑돼지오겹살 / 전복뚝배기 / 해물탕 외,"화장실:남녀개별 / 업소 내부 위치
"
49,오늘은녹차한잔,"제주특별자치도 서귀포시 표선면 중산간동로 4772
			",33.3818782196,126.7910859395,"오늘은녹차한잔'을 방문하면 녹차밭 구경부터 베이커리 카페는 물론 녹차 족욕 체험 그리고 동굴까지 볼 수 있다. 1층에는 녹차 관련 기념품샵과 족욕 체험실이 있고, 2층에 베이커리 카페가 있다. 녹차가 메인인 이곳의 시그니처 메뉴는 역시 녹차의 종류인 호지차로 만든 아이스크림, 밀크티, 쉐이크이다. 떫은 맛을 줄이기 위해 두 번 덖어 더 구수하고 카페인은 일반 녹차의 1/3로 어른, 아이 등 누구나 부담 없이 즐길 수 있다. 카페 이용 전 녹차 밭과 동굴 구경을 하고 이곳에만 있는 녹차 족욕 체험장을 이용해 보는 것도 좋다. 버블 족욕제, 녹차 소금, 녹차 오일을 제공하여 약 30분 동안 피로를 풀어주는 마사지 프로그램이다. 다양한 볼거리, 즐길 거리가 있어 제주도 서귀포시 표선을 여행한다면 꼭 방문해 보길 추천한다.",064-787-6888,주차가능,09:00 - 18:00 (동굴 9:00 - 17:00 / 족욕체험 11:00 - 17:00),,"호지차 아이스크림, 호지차 밀크티","새싹보리 밀크티, 말차 아이스크림, 한라봉 에이드, 빵, 케이크 등",
50,마루나키친,"제주특별자치도 제주시 한경면 금등4길 11
			",33.3619682017,126.1958075111,"제주 구옥의 멋과 세련된 인테리어가 인상적인 한림 맛집 마루나키친은 대표메뉴인 해물모듬장을 1일 30인분 한정 판매하는 것으로도 유명하다. 메뉴는 다양하지 않지만, 제주 딱새우를 할머니께 전수받은 간장 비법으로 만드는 '해물모듬장'과 제주 근해에서 잡은 싱싱한 제주 황게를 치즈향 가득한 크림소스로 요리한 '제주황게파스타', 제주산 돼지고기를 이용해 만든 '마루나돈카츠' 등 메뉴 삼총사만으로도 고객의 만족도가 매우 높다. 제주에서 즐길 수 있는 음식을 가장 제주답게 선보인다는 주인의 마음과 정성이 정갈한 음식과 공간에 그대로 묻어난다.",010-4910-0488,주차가능,11:00 ~ 20:00 (브레이크타임 15:00 ~ 17:00),목요일,해물모듬장,"황게크림파스타, 마루나돈카츠, 고구마치즈고로케 등","부대시설:주차장, 화장실
화장실:가능
"
