,명칭,주소,lat,lon,개요,문의 및 안내,쉬는날,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,상세정보
203,오현단,제주특별자치도 제주시 오현길 61(이도일동),33.5102931048,126.5255810579,"조선시대에 이 곳 제주도에 유배되거나 방어사로 부임하여 이 지방의 교학 발전에 공헌한 다섯 분(5현)을 기리고 있는 제단으로, 이들의 위패를 모시던 귤림서원의 옛 터에 마련되어 있다. 5현은 중종 15년(1520)에 유배된 충암 김정 선생, 중종 29년(1534)에 제주목사로 부임해 온 규암 송인수선생, 선조 34(1601)에 안무사로 왔던 청음 김상헌선생, 광해군 6년(1614)에 유배된 동계 정온 선생, 숙종 15년(1689)에 유배된 우암 송시열 선생 등 다섯 분이다. 고종 29년(1892) 제주사람 김의정이 중심이 되어 비를 세우고 제단을 쌓아놓았는데, 원래는 선조 11년(1578) 임진이 목사로 있을 때, 판관 조인준이 가락천 동쪽에 충암 김정을 모시기 위한 충암묘를 지은 것이 그 시초이다. 현종 6년(1665) 판관 최진남이 이 묘를 장수당 남쪽인 지금의 자리로 옮겨놓은 뒤, 숙종 8년(1682) 예조정랑 안건지를 제주도에 파견하여 ‘귤림서원’이라는 현판을 하사하여 김정 선생·송인수 선생·김상헌 선생·정온 선생 등 네 분의 위패를 모시도록 하였다. 숙종 21년(1695) 송시열 선생도 함께 모시면서 5현을 배향하게 되었으나, 고종 8년(1871) 서원 철폐령이 내렸을 때 서원이 헐리게 되어, 그 터에 이 제단을 설치하게 되었다. 단내에 있는 5현의 자취로는 철종 7년(1856) 송시열 선생의 글씨로 하여 판관 홍경섭이 바위에 새긴 ‘증주벽립’이라는 글씨와, 김정 선생과 송시열 선생의 ‘적려유허비’가 남아있다. <br>",064-728-3918,,,주차 가능,불가,가능,"입 장 료:없음
이용가능시설:음수대
"
204,알뜨르비행장 및 일본군 비행기 격납고,제주특별자치도 서귀포시 대정읍 상모리1670,33.2031230704,126.2727654572,"2차 대전 당시 일본군들이 제주도민을 강제 동원하여 건설한 전투기 격납고 이다. 비행장, 관제탑, 대공포진지, 격납고 등이 보전되어 있으며, 비행장, 관제탑, 대공포진지, 격납고 등을 견학할 수 있다. 또한 인근 4.3유적지 및 송악산 일본군 해안절벽 진지동굴과 함께 일본군 전쟁유적 및 우리나라의 비극적인 현대사의 유적을 체험할 수 있다.",064-740-6000,,,,없음,없음,
205,대정향교,"제주특별자치도 서귀포시 안덕면 향교로 165-17
			",33.2392193306,126.2884466303,"1408년(태종 8) 현유(賢儒)의 위패를 봉안하고 지방민의 교육과 교화를 위하여 대정현(大靜縣) 성내(城內)에 창건하였다. 1652년(효종 3) 현재의 위치로 이건하였으며, 그뒤 1835년(헌종 1)까지 세 차례 대성전을 중수하고 1772년(영조 48) 명륜당을 중건하였다. 현존하는 건물로는 각 5칸의 대성전·명륜당, 동재(東齋)·서재(西齋)·신삼문(神三門)·정문·대성문(大成門) 등이 있다. 대성전에는 5성(聖), 송조4현(宋朝四賢), 우리나라 18현(賢)의 위패가 봉안되어 있다. 조선시대는 국가로부터 토지와 전적·노비 등을 지급받아 교관이 교생을 가르쳤으나, 갑오개혁 이후 신학제 실시에 따라 교육적 기능은 없어지고 봄·가을에 석전(釋奠)을 봉행(奉行)하며 초하루·보름에 분향을 하고 있다. 이 향교는 1971년 8월 제주도 유형문화재로 지정되었으며, 1948년 4월부터는 문명학원(文明學院)을 병설하여 운영하고 있다. 소장 전적은 ≪대정향교절목 大靜鄕校節目≫ 등 18종 37권이 있으며, 유교 경전의 집주류(集註類)가 주류를 이루고 있다. 현재 제주도 향교재단에서 운영을 담당하고 있다.<br>",064-742-8866,,,,없음,없음,
206,산지천,"제주 제주시 건입동
			",33.516206409,126.5299610984,"산지천(山地川)은 제주시 최고의 번화가인 동문시장 입구 맞은편에 흐르는 하천이다. 산업화가 한창이던 1960년대에 산지천을 복개(覆蓋)하여 주택과 상가건물이 형성되면서 환경오염되는 문제가 생기자 1995년도에 산지천을 문화와 역사의 모습 그대로 되살리기 위한 복원사업을 시작하여 2002년 맑은 물이 흐르는 현재의 산지천 모습을 갖게 되었다. 지금 산지천 물속에는 은어(銀魚), 숭어, 밀어(密魚), 붕어 등의 민물고기들이 서식하고 있어 여름철이면 낚시를 즐기는 사람들과 아이들이 수영하는 모습을 종종 볼 수 있다.<br />
산지천 하류인 포구는 고기낚는 돛배와 백로, 갈매기가 어우러진 광경이 아름다워 영주10경(瀛州十景) 중의 하나인 산포조어(山浦釣漁), 즉 바다낚시로 유명한 곳이다. 특히 산지천이 끝나는 곳에는 '중국피난선(中國避難船)'을 복원하여 전시하고 있는데 이곳은 누구든지 관람이 가능하다. 또한 하천을 따라 산책로와 공원, 음악분수대를 조성하고, 매년 여름과 겨울에는 지역관광 활성화를 위해 '산지천 예술마당'과 같은 역사생태하천인 산지천 산책과 함께 즐길 수 있는 다양한 문화행사ㆍ공연이 펼쳐져 많은 사람들에게 사랑을 받고 있다.
<br>",064-728-4412,연중개방,,,없음,없음,"입 장 료:없음
이용가능시설:[교각시설]<br />
[분수시설]<br />
[중국피난선]<br />
[그외 시설] 산책로, 테우, 빨래터, 조천석
"
207,도련 감귤나무 숲,제주특별자치도 제주시 도련남3길 81(도련일동),33.5003118593,126.5871453787,"감귤 따기 체험을 할 수 있는 도련 감귤나무 숲은 입장객들이 한 번에 몰리는 불편함을 최소화하기 위하여 하루 4타임(1부 10:00~11:30분, 2부 11:30분~13:00, 3부 14:00~15:30분, 4부 15:30~17:00)으로 운영한다. 온라인 예약과 함께 현장에서도 바로 결제할 수 있다. 시기별 과일의 종류도 다른데 8월~9월에는 청귤, 10월~1월에는 감귤, 2월~3월에는 한라봉 따기를 체험할 수 있다. 과일의 경우 날씨에 따라 가변적이니 원하는 체험이 있다면 전화로 미리 확인 후 방문하는 게 좋다. 체험하기 전에 맛있는 귤 찾는 방법과 따는 법에 대하여 간단한 설명을 해준다. 감귤 따기 체험 후 시식은 정해진 구역에서 마음껏 즐길 수 있으며 가져갈 수 있는 양은 1kg이다. 공항에서 20분 거리에 있어 제주도 여행의 마지막 코스로 이곳에 들러도 좋다.",064-752-7733,,"10:00 ~ 17:00 <br>
(점심시간 13:00 ~ 13:50)",주차가능,없음,없음,"입 장 료:8세 이상 ~ 성인 15,000원 <br>
(36개월 ~ 7세 5,000원/36개월 미만 무료) <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
이용가능시설:감귤농장, 포토존
이용가능시설:주차장, 화장실
화장실:가능 (남녀 구분)
한국어 안내서비스:가능
내국인 예약안내:네이버 예약
"
208,고스트타운,"제주특별자치도 제주시 애월읍 부룡수길 35-14
			",33.4763969581,126.3568659412,"해가 지고 밤이 되면 더 오싹하고 짜릿하게 느낄 수 있는 귀신의 집. 어두컴컴하고 으스스한 분위기 속에 담력 테스트를 해보고 싶은 사람들에 즐거운 시간을 제공한다. 국내 최초 5D로 VR 체험을 할 수 있다. 한밤중에 즐기는 공포 체험. 어렸을 때 한 번쯤은 해보았을 법한 분신사바 놀이처럼 저주받은 인형 체험도 있다. 데드 프리즌은 사방에서 달려드는 좀비에게 총을 쏘는 VR 체험, 유령 열차, VR 캡슐 등 다양한 체험 종목이 있다. 기괴하고 간담이 서늘한 공포와 스릴을 찾는다면 제격인 곳이다.		
*임산부, 노약자, 심혈관계 질환자는 출입을 금합니다.",064-748-4245,연중무휴,10:00 ~ 22:00,있음,없음,가능,"입 장 료:성인 8,000원 / 청소년 7,000원 / 소인 6,000원		
<br/>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

이용가능시설:이색팬션, 테마레스토랑, 고스트카페		

화장실:있음 (남녀 구분)

주차요금:무료

내국인 예약안내:전화 문의		

"
209,선임교,"제주특별자치도 서귀포시 중문로105번길 37
			",33.247055995,126.5547483594,"천제연 폭포 위쪽에 있는 아치형의 선임교는 칠선녀다리라고도하며, 국내최초로 고유의 오작교 형태로 건설되었고 양쪽면에 각각 다른 악기를 든 선녀들이 구름을 타고 하늘로 올라가는 아름답고 웅장하게 조각된 일곱선녀상이 새겨져 있다. 구름다리, 선녀다리, 칠선녀다리, 칠선녀교, 선임교 등으로 불리워지는 것 만큼이나 유명하다. 칠선녀교라고도 하는 선임교(仙臨僑)는 천제연의 2단과 3단폭포 중간쯤에 위치해 폭포와 중문관광단지를 이어주는 아치형 철제다리이다.국내 최초로 우리 고유의 오작교 형태로 꾸며놓은 선임교 양쪽 옆면에는 칠선녀의 전설을 살려 각각 다른 악기를 든 아름답고 웅장하게 조각된 일곱 선녀상이 있으며, 한 개의 길이가 20미터나 되는 14개의 선녀상은 방문객들의 눈길을 끈다. 다리 길이는 128m이고 폭4m로 230톤 무게를 견딜 수 있다. 또한, 야간 관광에 대비하여 1백개 난간사이에 34개의 석등이 설치되어 있다.",064-738-1529,,,있음,불가,없음,"입 장 료:개인 - 일반 2,500원 / 청소년, 군경, 어린이 1,350원<br />
 단체 - 일반 2,050원 / 청소년, 군경, 어린이 850원<br />
<br />
 ※ 무료 : 6세 이하 어린이, 65세 이상, 국가유공자/독립유공자 및 그 배우자(증서 소지자), 장애인(수첩소지자) 1~3급인 경우 보호자 1인 포함, 5.18민주유공자와 그의 배우자, 참전유공자(증서소지자), 제주도민(신분증소지자)<br />
※ 단체 20인 이상<br> ※ 어린이(7~12세), 청소년(13~24세), 군인(하사 이하)
화장실:있음
이용가능시설:카페,휴게소,폭포전망대,데크로드
"
210,금산공원(납읍난대림지대),"제주특별자치도 제주시 애월읍 납읍리
			",33.4338956949,126.3307108375,"제주시 애월읍 납읍리 마을에 인접하여 일만여 평에 이르는 넓은 면적에 속칭 ""금산공원""이라 불리는 곳에 울창한 상록수림이 있다. 이곳이 자연림의 원형을 보존하고 있는 표본지역으로 원식생 연구에 기초적인 자료를 제공하고 있기 때문에 학술자원으로서 가치가 높아 문화재보호법으로 천연기념물로 지정, 보호되고 있는 납읍 난대림지대이다. 이곳은 제주시의 서부 지구에서 평지에 남아있는 유일한 상록수림으로 상록교목 및 60여종의 난대성 식물이 자라고 있으며, 원시적 경관이 그대로 보존되고 있어 수목가지의 절취, 식물 채취 행위 및 야생동물의 포획 등 자연을 손상시키는 행위가 일체 금지되고 있다. 납읍리는 예로부터 반촌(班村)으로 유명하다. 이곳의 난대림지대는 예로부터 이 마을의 문인들이 시를 짓거나 담소를 나누는 휴양지로서 이용되었기 때문에 경작지와 인가가 주위에 있으나 보존이 잘 되었다고 한다. 이곳의 식생은 주로 후박나무, 생달나무, 종가시나무 등이 상층목을 이루고 하층에는 자금우, 마삭줄 등이 전면을 덮고 있으며 송악이 상층목의수관(樹冠)을 감아 올라가고 있다. 나무의 종류는 비교적 단순하나 전형적인 난대림상을 이루고 있다.<br>",064-740-6000,,,없음,불가,없음,"이용가능시설:산책로, 자연관찰원 등
화장실:있음
"
211,도순다원,"제주특별자치도 서귀포시 중산간서로356번길 152-41
			",33.2724187254,126.4829234611,"도순다원은 서광다원, 한남다원과 함께 (주)아모레퍼시픽의 자회사인 (주)장원이 운영하는 우리나라 최초의 현대식 제다 공장을 만든 곳이다. 녹차 생산을 통한 지역경제 활성화와 이산화탄소 감축에도 기여하고 있는 생태관광지며 규모가 26만 4,400㎡에 이른다. 도순다원은 차밭 기행을 좋아하거나 풍경사진 촬영에 관심이 많은 여행객 정도만 찾아와서 매우 한적하며, 한라산을 마주한 녹차밭과 제주의 바다를 배경으로 삼고 있는 아름다운 곳이다.",064-739-0419,,,,없음,없음,
212,도시해녀,"제주 제주시 애월읍 하귀2리 1670-1
			",33.4842773654,126.402659002,"도시해녀는 유네스코 인류무형문화유산으로 지정되기도 한 제주 해녀를 체험할 수 있는 곳이다. 물이 무섭거나 수영을 못하는 사람도 물에 뜨는 방법과 호흡법, 안전 수칙을 꼼꼼히 알려주는 강사와 함께 체험을 즐길 수 있다. 잠수하는 방법과 소라, 문어 등을 잡는 방법까지 배우고 나면 물속에서 자유로워진다. 물고기 밥 주기도 또 다른 재미다. 해녀체험이 끝나고 나면 당일 잡은 문어로 비빔국수 한 접시를 만들어준다. 수영을 못해도 호흡법만 제대로 배우면 금방 익힐 수 있어 누구나 쉽게 체험할 수 있다. 바닷속에서 노란색으로 칠해진 황금 뿔소라를 찾는다면 해녀체험이 끝나고 경품도 받아 갈 수 있다.",010-2313-7412,연중무휴,09:00 - 15:00 / 체험 : 9시 / 11시 / 13시 / 15시 (하루 4번 진행),있음 / 주차요금 무료,없음,가능,"입 장 료:해녀체험 예약 38,000원 (잠수복대여+고프로사진촬영+문어국수 포함)		

이용가능시설:탈의실, 샤워실, 단체석, 주차장, 무선 인터넷, 화장실


화장실:있음 (남녀 구분)

내국인 예약안내:네이버 예약		

"
213,다희연,"제주특별자치도 제주시 조천읍 선교로 266
			",33.4871596654,126.7061797858,"제주도 제주시 조천읍 선흘리 일대 6만 평 대지에 자리잡은 경덕원(炅德院)은 국내 최고 수준의 친환경 녹차를 생산하는 다원이다. 제주도는 연평균 온도가 섭씨 16도를 유지해야 하고, 뿌리가 쉽게 썩어 물이 잘 빠지는 녹차 재배의 최적의 조건을 갖추고 있다.에버그린루체 야외정원은 화산이 폭발하면서 흘러내린 용암에 의해 생성된 조그만 동굴들을 활용한 곳이다. 동굴연못과 동굴다리 그리고 제주 자생수와 야생화 등이 어우러져 있다. 이브홀은 동굴 천정이 뚫린 부분에 있다. 사방에 동공들이 뚫려 있는데 가장 긴 것은 30여 미터까지 된다. 여기에는 박쥐도 서식하고 있어 운이 좋으면 직접 볼 수도 있다.  이브홀은 터널같은 동굴을 통과하여야 들어갈 수 있다.경덕원 정상부(그린루체)와 입구(이브홀)에 각각 자리한 두 곳의 동굴 카페에서는 천연 녹차 발효빵, 녹차 쿠키, 녹차 머핀, 녹차라떼, 천연 녹차 발효즙 카테킹 등이 판매되고 있다. <br>",064-783-0882,연중무휴,※ 계절별로 입장 시간이 다르므로 방문전 입장시간 문의,있음,없음,불가,"입 장 료:※ 시간대별로 요금이 다르므로 방문전 입장요금 문의
이용가능시설:차문화관, 다희연 레스토랑, 곶자왈 동굴&동굴카페, 빌레못, 다희연 녹차밭, 짚라인 등 
화장실:있음
내국인 예약안내:체험프로그램 사전 예약제
"
